biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN12496381	GCA_008080235.1	Equus caballus	PRJNA558684	strain=ST612NSW8	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/235/GCA_008080235.1_ASM808023v1
SAMN12496380	GCA_008080265.1	Equus caballus	PRJNA558684	strain=ST612NSW7	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/265/GCA_008080265.1_ASM808026v1
SAMN12496379	GCA_008080255.1	Equus caballus	PRJNA558684	strain=ST612NSW6	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/255/GCA_008080255.1_ASM808025v1
SAMN12496378	GCA_008080305.1	Equus caballus	PRJNA558684	strain=ST612NSW5	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/305/GCA_008080305.1_ASM808030v1
SAMN12496377	GCA_008080325.1	Equus caballus	PRJNA558684	strain=ST612NSW4	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/325/GCA_008080325.1_ASM808032v1
SAMN12496376	GCA_008080355.1	Equus caballus	PRJNA558684	strain=ST612NSW3	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/355/GCA_008080355.1_ASM808035v1
SAMN12496375	GCA_008080335.1	Equus caballus	PRJNA558684	strain=ST612NSW2	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/335/GCA_008080335.1_ASM808033v1
SAMN12496374	GCA_008080375.1	Equus caballus	PRJNA558684	strain=ST612NSW1	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/375/GCA_008080375.1_ASM808037v1
SAMN12500844	GCA_007998145.1	missing	PRJNA558859	strain=X22	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/145/GCA_007998145.1_ASM799814v1
SAMN11458145	GCA_005146215.2	Homo sapiens	PRJNA533474	strain=17	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/146/215/GCA_005146215.2_ASM514621v2
SAMN12046023	GCA_007826355.1	Homo sapiens	PRJNA548666	strain=NP66	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/826/355/GCA_007826355.1_ASM782635v1
SAMN12476193	GCA_007954465.1	Homo sapiens	PRJNA544229	strain=BSN9R	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/465/GCA_007954465.1_ASM795446v1
SAMN12476135	GCA_007954445.1	Homo sapiens	PRJNA544229	strain=BSN9S	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/445/GCA_007954445.1_ASM795444v1
SAMN02593744	GCA_000534835.1	Homo sapiens	PRJNA236068	strain=301-188	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/835/GCA_000534835.1_Saureus301-188
SAMN02470730	GCA_000401595.1	cow with bovine mastitis	PRJNA81831	strain=112808A	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/595/GCA_000401595.1_ASM40159v1
SAMN02403855	GCA_000610925.1	Homo sapiens	PRJNA228395	strain=DAR5881	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/925/GCA_000610925.1_Stap_aure_DAR5881_V1
SAMN02403854	GCA_000610905.1	Homo sapiens	PRJNA228394	strain=DAR5884	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/905/GCA_000610905.1_Stap_aure_DAR5884_V1
SAMN02403853	GCA_000610885.1	Homo sapiens	PRJNA228393	strain=DAR5885	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/885/GCA_000610885.1_Stap_aure_DAR5885_V1
SAMN02403852	GCA_000610865.1	Homo sapiens	PRJNA228392	strain=DAR5886	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/865/GCA_000610865.1_Stap_aure_DAR5886_V1
SAMN02403851	GCA_000610845.1	Homo sapiens	PRJNA228391	strain=DAR5887	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/845/GCA_000610845.1_Stap_aure_DAR5887_V1
SAMN02403850	GCA_000610825.1	Homo sapiens	PRJNA228390	strain=DAR5888	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/825/GCA_000610825.1_Stap_aure_DAR5888_V1
SAMN02403849	GCA_000610805.1	Homo sapiens	PRJNA228389	strain=DAR5889	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/610/805/GCA_000610805.1_Stap_aure_DAR5889_V1
SAMN02403756	GCA_000608985.1	Homo sapiens	PRJNA228290	strain=DAR5877	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/985/GCA_000608985.1_Stap_aure_DAR5877_V1
SAMN02403755	GCA_000608965.1	Homo sapiens	PRJNA228288	strain=DAR5878	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/965/GCA_000608965.1_Stap_aure_DAR5878_V1
SAMN02403753	GCA_000608925.1	Homo sapiens	PRJNA228286	strain=DAR5880	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/925/GCA_000608925.1_Stap_aure_DAR5880_V1
SAMN12301808	GCA_007421805.1	Homo sapiens	PRJNA555134	strain=WBG7565	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/421/805/GCA_007421805.1_ASM742180v1
SAMN11096191	GCA_005707215.1	Homo sapiens	PRJNA520768	strain=Lr12	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/707/215/GCA_005707215.1_ASM570721v1
SAMN11317542	GCA_006861725.1	Homo sapiens	PRJNA530527	strain=AW7	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/861/725/GCA_006861725.1_ASM686172v1
SAMEA4623346	GCA_902166055.1	Homo sapiens	PRJEB22252	strain=4928STDY7387937	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/166/055/GCA_902166055.1_26009_2_34
SAMN11056488	GCA_006364675.1	missing	PRJNA231221	strain=FDAARGOS_773	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/675/GCA_006364675.1_ASM636467v1
SAMN11056481	GCA_006364775.1	missing	PRJNA231221	strain=FDAARGOS_766	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/775/GCA_006364775.1_ASM636477v1
SAMN09381488	GCA_007050425.1	Homo sapiens	PRJNA475206	strain=93975185	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/050/425/GCA_007050425.1_ASM705042v1
SAMN09381487	GCA_007050455.1	Homo sapiens	PRJNA475206	strain=61012659	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/050/455/GCA_007050455.1_ASM705045v1
SAMN09381486	GCA_007050445.1	Homo sapiens	PRJNA475206	strain=60988725	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/050/445/GCA_007050445.1_ASM705044v1
SAMN09381485	GCA_007050435.1	Homo sapiens	PRJNA475206	strain=60907176	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/050/435/GCA_007050435.1_ASM705043v1
SAMN10754621	GCA_006496695.1	Homo sapiens	PRJNA515403	strain=AOUC-0915	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/496/695/GCA_006496695.1_ASM649669v1
SAMN12099252	GCA_006517725.1	Homo sapiens	PRJNA549909	strain=NRL 08/001	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/517/725/GCA_006517725.1_ASM651772v1
SAMN06480668	GCA_002025125.1	Sus scrofa domesticus	PRJNA378150	strain=08S00974	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/125/GCA_002025125.1_ASM202512v1
SAMN05864218	GCA_002795285.1	Homo sapiens	PRJNA345484	strain=USA400-0051	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/285/GCA_002795285.1_ASM279528v1
SAMN05853516	GCA_003336565.1	pheasant	PRJNA344860	strain=ph2	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/565/GCA_003336565.1_ASM333656v1
SAMN05853515	GCA_003336575.1	partridge	PRJNA344860	strain=pa3	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/575/GCA_003336575.1_ASM333657v1
SAMN05853514	GCA_003336555.1	Gallus gallus	PRJNA344860	strain=ch24	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/555/GCA_003336555.1_ASM333655v1
SAMN05853513	GCA_003336545.1	Gallus gallus	PRJNA344860	strain=ch23	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/545/GCA_003336545.1_ASM333654v1
SAMN05853512	GCA_003336495.1	Gallus gallus	PRJNA344860	strain=ch9	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/495/GCA_003336495.1_ASM333649v1
SAMN05853511	GCA_003336635.1	Gallus gallus	PRJNA344860	strain=ch5	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/635/GCA_003336635.1_ASM333663v1
SAMN05853510	GCA_003336625.1	Gallus gallus	PRJNA344860	strain=ch3	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/625/GCA_003336625.1_ASM333662v1
SAMN05467355	GCA_001720565.1	Homo sapiens	PRJNA335948	strain=SAM_W_16	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/565/GCA_001720565.1_ASM172056v1
SAMN04346843	GCA_002887475.1	Homo sapiens	PRJNA291213	strain=UP1006	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/475/GCA_002887475.1_ASM288747v1
SAMN04346842	GCA_002887495.1	Homo sapiens	PRJNA291213	strain=UB576	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/495/GCA_002887495.1_ASM288749v1
SAMN04346841	GCA_002887505.1	Homo sapiens	PRJNA291213	strain=UCL369	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/505/GCA_002887505.1_ASM288750v1
SAMN04346840	GCA_002887415.1	Homo sapiens	PRJNA291213	strain=UV179	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/415/GCA_002887415.1_ASM288741v1
SAMN04346839	GCA_002887375.1	Homo sapiens	PRJNA291213	strain=UA825	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/375/GCA_002887375.1_ASM288737v1
SAMN04346838	GCA_002887445.1	Homo sapiens	PRJNA291213	strain=UV1166	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/445/GCA_002887445.1_ASM288744v1
SAMN04346837	GCA_002887395.1	Homo sapiens	PRJNA291213	strain=UA845	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/395/GCA_002887395.1_ASM288739v1
SAMN04346836	GCA_002887345.1	Homo sapiens	PRJNA291213	strain=UA770	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/345/GCA_002887345.1_ASM288734v1
SAMN04346835	GCA_002887295.1	Homo sapiens	PRJNA291213	strain=UA757	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/295/GCA_002887295.1_ASM288729v1
SAMN04346834	GCA_002887305.1	Homo sapiens	PRJNA291213	strain=UB514	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/305/GCA_002887305.1_ASM288730v1
SAMN04191399	GCA_001469105.1	Bos taurus (cow)	PRJNA298488	strain=170	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/105/GCA_001469105.1_ASM146910v1
SAMN04191398	GCA_001469085.1	Bos taurus (cow)	PRJNA298488	strain=302	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/085/GCA_001469085.1_ASM146908v1
SAMN04191397	GCA_001469015.1	Bos taurus (cow)	PRJNA298488	strain=1269	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/015/GCA_001469015.1_ASM146901v1
SAMN04191396	GCA_001469065.1	Bos taurus (cow)	PRJNA298488	strain=1364	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/065/GCA_001469065.1_ASM146906v1
SAMN04002536	GCA_001278865.1	cattle	PRJNA293402	strain=MRSA SKN07	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/865/GCA_001278865.1_ASM127886v1
SAMN03651231	GCA_001027105.1	Homo sapiens	PRJNA283471	strain=DSM 20231	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/105/GCA_001027105.1_ASM102710v1
SAMN03352185	GCA_000981205.1	Homo sapiens	PRJNA275681	strain=Mq2T	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/205/GCA_000981205.1_ASM98120v1
SAMN02978821	GCA_000787025.1	Homo sapiens	PRJNA257767	strain=346	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/025/GCA_000787025.1_ASM78702v1
SAMN02603722	GCA_000296595.1	Homo sapiens	PRJNA174226	strain=08BA02176	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/595/GCA_000296595.1_ASM29659v1
SAMN02603643	GCA_000237125.3	Homo sapiens	PRJNA78007	strain=M013	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/125/GCA_000237125.3_ASM23712v3
SAMN02603419	GCA_000258685.1	Homo sapiens	PRJNA66999	strain=71193	Chromosome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/685/GCA_000258685.1_ASM25868v1
SAMN02471776	GCA_000276625.1	cow	PRJNA162721	strain=Newbould 305	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/625/GCA_000276625.1_Newbould305_assembly_v1
SAMN02471722	GCA_000176195.1	Homo sapiens	PRJNA40705	strain=MR1	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/195/GCA_000176195.1_ASM17619v1
SAMN02470878	GCA_000390205.1	Homo sapiens	PRJNA170654	strain=06BA18369	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/205/GCA_000390205.1_MSSA1.0
SAMN02470786	GCA_000313595.1	Homo sapiens	PRJNA177559	strain=CN79	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/595/GCA_000313595.1_CN79v1
SAMN02470765	GCA_000409165.1	cow	PRJNA179544	strain=PB32	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/165/GCA_000409165.1_Staph-aureus_PB32_.fna
SAMN02470764	GCA_000409145.1	cow	PRJNA179361	strain=H29	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/145/GCA_000409145.1_Staph-aureus_H29_.fna
SAMN02470734	GCA_000401455.1	Homo sapiens	PRJNA81829	strain=122051	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/455/GCA_000401455.1_ASM40145v1
SAMN02470733	GCA_000401475.1	Homo sapiens	PRJNA81835	strain=MRGR3	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/475/GCA_000401475.1_ASM40147v1
SAMN02470727	GCA_000401435.1	Homo sapiens	PRJNA81813	strain=091751	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/435/GCA_000401435.1_ASM40143v1
SAMN02470726	GCA_000401575.1	Homo sapiens	PRJNA81827	strain=103564	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/575/GCA_000401575.1_ASM40157v1
SAMN02469651	GCA_000252405.2	Homo sapiens	PRJNA70631	strain=DR10	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/405/GCA_000252405.2_ASM25240v2
SAMN02435806	GCA_000248475.2	Homo sapiens	PRJNA60651	strain=CIG1057	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/475/GCA_000248475.2_ASM24847v2
SAMN02435805	GCA_000248695.2	Homo sapiens	PRJNA60673	strain=CIG1096	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/695/GCA_000248695.2_ASM24869v2
SAMN02404396	GCA_000647275.1	Homo sapiens	PRJNA228906	strain=VET1959S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/275/GCA_000647275.1_Stap_aure_VET1959S_V1
SAMN02404395	GCA_000647255.1	Homo sapiens	PRJNA228905	strain=VET1956S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/255/GCA_000647255.1_Stap_aure_VET1956S_V1
SAMN02404393	GCA_000647235.1	Homo sapiens	PRJNA228903	strain=VET1950S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/235/GCA_000647235.1_Stap_aure_VET1950S_V1
SAMN02404392	GCA_000647215.1	Homo sapiens	PRJNA228902	strain=VET1949S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/215/GCA_000647215.1_Stap_aure_VET1949S_V1
SAMN02404390	GCA_000647195.1	Homo sapiens	PRJNA228900	strain=VET1923S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/195/GCA_000647195.1_Stap_aure_VET1923S_V1
SAMN02404389	GCA_000682855.1	Homo sapiens	PRJNA228899	strain=VET1918S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/682/855/GCA_000682855.1_Stap_aure_VET1918S_V1
SAMN02404388	GCA_000647175.1	Homo sapiens	PRJNA228898	strain=VET1917S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/647/175/GCA_000647175.1_Stap_aure_VET1917S_V1
SAMN02404387	GCA_000646155.1	Homo sapiens	PRJNA228897	strain=VET1822S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/155/GCA_000646155.1_Stap_aure_VET1822S_V1
SAMN02404386	GCA_000646135.1	Homo sapiens	PRJNA228896	strain=VET1817S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/135/GCA_000646135.1_Stap_aure_VET1817S_V1
SAMN02404385	GCA_000646115.1	Homo sapiens	PRJNA228895	strain=VET1816S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/115/GCA_000646115.1_Stap_aure_VET1816S_V1
SAMN02404384	GCA_000646095.1	Homo sapiens	PRJNA228894	strain=VET1779S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/095/GCA_000646095.1_Stap_aure_VET1779S_V1
SAMN02404383	GCA_000646075.1	Homo sapiens	PRJNA228893	strain=VET1738S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/075/GCA_000646075.1_Stap_aure_VET1738S_V1
SAMN02404382	GCA_000646055.1	Homo sapiens	PRJNA228892	strain=VET1727S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/055/GCA_000646055.1_Stap_aure_VET1727S_V1
SAMN02404381	GCA_000646035.1	Homo sapiens	PRJNA228891	strain=VET1653S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/035/GCA_000646035.1_Stap_aure_VET1653S_V1
SAMN02404380	GCA_000646015.1	Homo sapiens	PRJNA228890	strain=VET1646S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/646/015/GCA_000646015.1_Stap_aure_VET1646S_V1
SAMN02404379	GCA_000645995.1	Homo sapiens	PRJNA228889	strain=VET1526S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/995/GCA_000645995.1_Stap_aure_VET1526S_V1
SAMN02404378	GCA_000645975.1	Homo sapiens	PRJNA228888	strain=VET1519S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/975/GCA_000645975.1_Stap_aure_VET1519S_V1
SAMN02404377	GCA_000645955.1	Homo sapiens	PRJNA228887	strain=VET1518S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/955/GCA_000645955.1_Stap_aure_VET1518S_V1
SAMN02404376	GCA_000683075.1	Homo sapiens	PRJNA228886	strain=VET1515S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/075/GCA_000683075.1_Stap_aure_VET1515S_V1
SAMN02404375	GCA_000645935.1	Homo sapiens	PRJNA228885	strain=VET1499S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/935/GCA_000645935.1_Stap_aure_VET1499S_V1
SAMN02404374	GCA_000645915.1	Homo sapiens	PRJNA228884	strain=VET1495S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/915/GCA_000645915.1_Stap_aure_VET1495S_V1
SAMN02404373	GCA_000645895.1	Homo sapiens	PRJNA228883	strain=VET1468S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/895/GCA_000645895.1_Stap_aure_VET1468S_V1
SAMN02404372	GCA_000645875.1	Homo sapiens	PRJNA228882	strain=VET1434S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/875/GCA_000645875.1_Stap_aure_VET1434S_V1
SAMN02404371	GCA_000683095.1	Homo sapiens	PRJNA228881	strain=VET1422S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/095/GCA_000683095.1_Stap_aure_VET1422S_V1
SAMN02404370	GCA_000683115.1	Homo sapiens	PRJNA228880	strain=VET1419S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/115/GCA_000683115.1_Stap_aure_VET1419S_V1
SAMN02404369	GCA_000645855.1	Homo sapiens	PRJNA228879	strain=VET1411S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/855/GCA_000645855.1_Stap_aure_VET1411S_V1
SAMN02404368	GCA_000683135.1	Homo sapiens	PRJNA228878	strain=VET1373S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/135/GCA_000683135.1_Stap_aure_VET1373S_V1
SAMN02404367	GCA_000683155.1	Homo sapiens	PRJNA228877	strain=VET1368S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/155/GCA_000683155.1_Stap_aure_VET1368S_V1
SAMN02404366	GCA_000645835.1	Homo sapiens	PRJNA228876	strain=VET1245S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/835/GCA_000645835.1_Stap_aure_VET1245S_V1
SAMN02404365	GCA_000645815.1	Homo sapiens	PRJNA228875	strain=VET1181S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/815/GCA_000645815.1_Stap_aure_VET1181S_V1
SAMN02404364	GCA_000645795.1	Homo sapiens	PRJNA228874	strain=VET1168S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/795/GCA_000645795.1_Stap_aure_VET1168S_V1
SAMN02404363	GCA_000645775.1	Homo sapiens	PRJNA228873	strain=VET1104S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/775/GCA_000645775.1_Stap_aure_VET1104S_V1
SAMN02404362	GCA_000683175.1	Homo sapiens	PRJNA228872	strain=VET1103S	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/683/175/GCA_000683175.1_Stap_aure_VET1103S_V1
SAMN02404361	GCA_000645755.1	Homo sapiens	PRJNA228871	strain=VET1088S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/755/GCA_000645755.1_Stap_aure_VET1088S_V1
SAMN02404360	GCA_000645735.1	Homo sapiens	PRJNA228870	strain=VET1068S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/735/GCA_000645735.1_Stap_aure_VET1068S_V1
SAMN02404358	GCA_000645715.1	Homo sapiens	PRJNA228868	strain=VET1054S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/715/GCA_000645715.1_Stap_aure_VET1054S_V1
SAMN02404357	GCA_000645695.1	Homo sapiens	PRJNA228867	strain=VET1052S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/695/GCA_000645695.1_Stap_aure_VET1052S_V1
SAMN02404356	GCA_000645675.1	Homo sapiens	PRJNA228866	strain=VET1048S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/675/GCA_000645675.1_Stap_aure_VET1048S_V1
SAMN02404355	GCA_000645655.1	Homo sapiens	PRJNA228865	strain=VET1035S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/655/GCA_000645655.1_Stap_aure_VET1035S_V1
SAMN02404354	GCA_000645635.1	Homo sapiens	PRJNA228864	strain=VET1026S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/635/GCA_000645635.1_Stap_aure_VET1026S_V1
SAMN02404353	GCA_000645615.1	Homo sapiens	PRJNA228863	strain=VET1025S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/615/GCA_000645615.1_Stap_aure_VET1025S_V1
SAMN02404352	GCA_000645595.1	Homo sapiens	PRJNA228862	strain=VET1024S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/595/GCA_000645595.1_Stap_aure_VET1024S_V1
SAMN02404351	GCA_000645575.1	Homo sapiens	PRJNA228861	strain=VET1020S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/575/GCA_000645575.1_Stap_aure_VET1020S_V1
SAMN02404350	GCA_000645555.1	Homo sapiens	PRJNA228860	strain=VET0920S	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/645/555/GCA_000645555.1_Stap_aure_VET0920S_V1
